carat,cut,color,clarity,depth,table,x,y,z,price,cut_encoded,color_encoded,clarity_encoded
1.32,Ideal,G,SI1,61.9,57.0,7.05,7.01,4.35,8.911,4,3,2
1.04,Premium,H,SI2,62.1,58.0,6.5,6.52,4.04,8.251,1,2,0
0.35,Fair,D,VVS2,53.2,62.0,4.87,4.8,2.57,6.919,0,5,5
2.32,Good,J,SI1,60.3,61.0,8.56,8.52,5.15,9.522,2,0,2
0.54,Premium,G,SI2,61.4,59.0,5.24,5.21,3.21,7.086,1,3,0
1.04,Very Good,E,SI1,62.8,59.0,6.46,6.41,4.04,8.646,3,6,2
0.24,Very Good,E,VS1,62.4,59.0,3.94,3.98,2.47,6.038,3,6,4
0.3,Premium,G,VVS1,60.5,59.0,4.36,4.33,2.63,6.921,1,3,6
0.77,Ideal,D,SI1,61.4,56.0,5.9,5.93,3.63,8.005,4,5,2
2.01,Good,F,SI2,62.9,58.0,7.89,8.01,5.0,9.681,2,4,0
0.8,Good,G,SI2,64.2,55.0,5.89,5.83,3.76,7.717,2,3,0
0.72,Ideal,G,SI2,61.4,56.0,5.76,5.83,3.56,7.739,4,3,0
0.51,Ideal,E,SI1,61.5,55.0,5.18,5.15,3.18,7.408,4,6,2
1.01,Ideal,E,VS2,61.9,57.0,6.43,6.37,3.96,8.856,4,6,3
1.06,Very Good,F,SI2,60.0,59.0,6.6,6.63,3.97,8.349,3,4,0
0.4,Ideal,G,VS2,62.3,57.0,4.7,4.71,2.93,6.693,4,3,3
1.0,Good,G,VS1,63.6,59.0,6.34,6.3,4.02,8.774,2,3,4
0.34,Very Good,G,VS1,61.2,57.0,4.5,4.54,2.76,6.553,3,3,4
1.23,Premium,G,VS1,62.2,58.0,6.78,6.74,4.27,8.663,1,3,4
0.31,Ideal,D,SI1,61.5,56.0,4.33,4.35,2.67,6.347,4,5,2
0.54,Good,E,SI1,59.9,63.0,5.25,5.3,3.16,7.378,2,6,2
0.8,Very Good,G,VS1,59.5,63.0,6.11,6.05,3.61,8.058,3,3,4
1.0,Premium,H,VS2,59.7,59.0,6.57,6.52,3.91,8.545,1,2,3
1.61,Very Good,H,VS2,59.4,58.0,7.64,7.74,4.57,9.361,3,2,3
0.3,Very Good,G,VVS2,63.2,57.0,4.28,4.23,2.69,6.778,3,3,5
1.5,Premium,F,SI1,62.2,58.0,7.34,7.29,4.55,9.395,1,4,2
0.72,Ideal,D,VS1,62.5,55.0,5.71,5.74,3.58,8.197,4,5,4
0.38,Very Good,E,VS2,60.5,62.0,4.65,4.74,2.84,6.764,3,6,3
0.24,Ideal,F,VVS2,61.7,55.0,3.99,4.02,2.47,6.519,4,4,5
0.32,Ideal,G,VS1,61.3,55.0,4.42,4.46,2.72,6.469,4,3,4
0.41,Ideal,D,VS1,61.9,56.0,4.76,4.8,2.96,7.263,4,5,4
0.7,Ideal,E,SI1,62.4,55.0,5.67,5.7,3.55,7.869,4,6,2
0.8,Premium,G,VS2,60.6,59.0,6.02,5.97,3.63,8.007,1,3,3
1.16,Good,J,VVS2,61.6,57.0,6.79,6.85,4.2,8.671,2,0,5
0.32,Ideal,H,SI2,61.4,56.0,4.4,4.43,2.71,6.04,4,2,0
0.32,Ideal,E,VS2,62.2,56.0,4.41,4.37,2.73,6.802,4,6,3
0.92,Ideal,E,SI2,62.1,57.0,6.26,6.2,3.87,8.279,4,6,0
1.65,Premium,G,SI2,62.2,58.0,7.62,7.55,4.72,9.207,1,3,0
1.1,Ideal,H,SI1,62.5,57.0,6.6,6.56,4.11,8.469,4,2,2
0.3,Ideal,F,VVS2,62.1,57.0,4.25,4.28,2.65,6.542,4,4,5
0.36,Ideal,F,IF,62.2,55.0,4.62,4.57,2.86,7.102,4,4,7
1.18,Ideal,H,SI2,61.2,57.0,6.81,6.86,4.18,8.553,4,2,0
0.41,Good,H,SI1,63.8,56.0,4.69,4.74,3.01,6.526,2,2,2
1.25,Ideal,H,VS2,61.1,55.0,6.94,6.97,4.25,9.048,4,2,3
0.53,Very Good,F,VS2,60.6,55.0,5.23,5.26,3.18,7.397,3,4,3
0.36,Premium,D,VS2,60.3,58.0,4.66,4.63,2.8,6.838,1,5,3
0.51,Ideal,D,VS2,61.5,56.0,5.21,5.17,3.19,7.423,4,5,3
1.7,Premium,I,VS2,61.3,59.0,7.69,7.59,4.68,9.141,1,1,3
1.05,Ideal,F,VS2,61.6,54.0,6.54,6.58,4.04,8.826,4,4,3
0.33,Premium,G,VS1,62.3,58.0,4.41,4.45,2.76,6.501,1,3,4
0.33,Ideal,E,VS1,61.7,54.0,4.45,4.47,2.75,6.644,4,6,4
0.95,Very Good,E,SI2,58.7,63.0,6.43,6.37,3.76,8.168,3,6,0
0.77,Very Good,G,VS1,60.9,55.0,5.9,5.96,3.61,8.084,3,3,4
1.7,Fair,F,SI2,64.5,57.0,7.55,7.51,4.86,9.21,0,4,0
0.3,Very Good,F,VS2,62.8,58.0,4.24,4.29,2.68,6.405,3,4,3
0.76,Ideal,E,VS2,62.1,55.0,5.84,5.88,3.64,8.304,4,6,3
0.51,Ideal,H,SI2,62.0,55.0,5.12,5.14,3.18,7.269,4,2,0
0.35,Fair,G,VS2,65.9,54.0,5.57,5.53,3.66,7.255,0,3,3
1.0,Premium,E,SI2,61.1,58.0,6.48,6.44,3.95,8.456,1,6,0
0.37,Good,H,VS2,63.1,55.0,4.59,4.63,2.91,6.37,2,2,3
0.96,Very Good,G,VS1,60.5,63.0,6.32,6.28,3.81,8.495,3,3,4
0.51,Ideal,D,VS2,60.9,56.0,5.16,5.19,3.15,7.488,4,5,3
0.34,Ideal,H,SI1,61.3,56.0,4.48,4.52,2.76,6.246,4,2,2
0.5,Ideal,E,VS1,61.9,55.0,5.08,5.13,3.16,7.424,4,6,4
0.32,Very Good,F,VVS1,62.8,60.0,4.32,4.34,2.72,6.726,3,4,6
1.22,Ideal,H,SI1,62.2,54.0,6.83,6.86,4.26,8.814,4,2,2
0.58,Very Good,E,SI2,63.1,58.0,5.29,5.32,3.35,7.118,3,6,0
1.01,Very Good,H,SI1,63.4,59.0,6.34,6.28,4.0,8.484,3,2,2
0.37,Ideal,E,VS2,61.9,53.0,4.65,4.62,2.87,6.948,4,6,3
1.27,Very Good,I,SI1,63.0,60.0,6.86,6.8,4.3,8.803,3,1,2
0.42,Ideal,H,SI1,62.7,56.0,4.76,4.78,2.99,6.551,4,2,2
0.54,Premium,E,VS1,60.3,58.0,5.32,5.26,3.19,7.621,1,6,4
1.01,Very Good,E,VVS2,62.8,56.0,6.34,6.39,4.0,9.115,3,6,5
1.0,Good,G,VS1,63.6,59.0,6.3,6.34,4.02,8.756,2,3,4
0.31,Very Good,E,VS2,62.9,56.0,4.29,4.33,2.71,6.522,3,6,3
1.01,Fair,I,VS1,64.9,56.0,6.29,6.2,4.07,8.243,0,1,4
1.03,Ideal,D,SI2,61.8,56.0,6.51,6.46,4.01,8.469,4,5,0
1.0,Fair,E,SI2,65.8,58.0,6.28,6.16,4.09,7.989,0,6,0
0.36,Very Good,F,SI1,60.3,58.0,4.6,4.65,2.79,6.397,3,4,2
0.78,Ideal,G,SI2,61.9,55.0,5.91,5.94,3.67,7.714,4,3,0
0.59,Ideal,G,IF,59.5,58.0,5.49,5.57,3.29,7.844,4,3,7
0.3,Ideal,F,VVS1,62.6,55.0,4.28,4.31,2.69,6.702,4,4,6
0.39,Ideal,I,VS2,60.8,56.0,4.72,4.75,2.88,6.548,4,1,3
1.06,Very Good,G,VS1,62.0,58.0,6.51,6.56,4.05,8.854,3,3,4
1.24,Good,H,SI1,62.0,65.0,6.88,6.84,4.25,8.546,2,2,2
0.43,Premium,F,VS1,61.0,57.0,4.89,4.84,2.97,7.029,1,4,4
1.03,Good,F,SI2,57.7,63.0,6.68,6.64,3.84,8.318,2,4,0
0.36,Premium,D,SI1,60.4,58.0,4.64,4.6,2.79,6.746,1,5,2
3.01,Good,H,SI2,57.6,64.0,9.44,9.38,5.42,9.831,2,2,0
0.54,Ideal,F,VS2,61.4,57.0,5.25,5.2,3.21,7.488,4,4,3
0.31,Very Good,G,VVS2,62.1,56.0,4.27,4.33,2.67,6.561,3,3,5
0.72,Ideal,G,VVS2,61.2,57.0,5.76,5.77,3.53,8.117,4,3,5
1.03,Very Good,G,I1,62.4,57.0,6.41,6.45,4.01,8.026,3,3,1
0.39,Very Good,F,VS2,58.4,62.0,4.76,4.79,2.79,6.711,3,4,3
1.16,Very Good,G,VVS1,60.7,56.0,6.77,6.83,4.13,9.108,3,3,6
0.31,Ideal,F,VVS1,62.1,56.0,4.38,4.35,2.71,6.866,4,4,6
0.39,Ideal,E,VVS1,60.8,58.0,4.72,4.76,2.88,7.076,4,6,6
0.53,Ideal,D,VS2,61.4,56.0,5.23,5.2,3.2,7.579,4,5,3
1.54,Premium,J,VS1,60.9,61.0,7.49,7.45,4.55,8.731,1,0,4
1.01,Good,H,SI2,63.0,61.0,6.32,6.29,3.97,8.49,2,2,0
0.9,Very Good,H,VS2,62.2,58.0,6.11,6.18,3.82,8.333,3,2,3
0.38,Ideal,G,VS2,62.1,54.5,4.64,4.69,2.9,6.644,4,3,3
0.53,Ideal,D,SI1,61.2,57.0,5.24,5.19,3.19,7.442,4,5,2
0.36,Very Good,E,VS2,62.8,55.0,4.49,4.56,2.84,6.671,3,6,3
0.3,Very Good,D,SI1,63.4,56.0,4.29,4.26,2.71,6.564,3,5,2
1.01,Premium,H,SI2,60.3,60.0,6.49,6.47,3.91,8.442,1,2,0
0.38,Ideal,E,VVS1,61.8,56.0,4.67,4.62,2.87,7.099,4,6,6
0.54,Good,H,VVS2,60.9,57.2,5.22,5.26,3.19,7.541,2,2,5
0.72,Ideal,F,VVS1,60.8,56.0,5.83,5.81,3.54,8.527,4,4,6
0.37,Very Good,G,VVS2,59.1,60.0,4.69,4.71,2.78,6.738,3,3,5
0.31,Ideal,D,VS1,60.5,57.0,4.4,4.43,2.67,6.641,4,5,4
0.57,Ideal,I,SI1,61.6,54.0,5.36,5.38,3.31,7.015,4,1,2
0.34,Good,G,SI1,63.9,58.0,4.4,4.43,2.82,6.229,2,3,2
1.02,Ideal,H,SI2,58.8,57.0,6.61,6.55,3.87,8.053,4,2,0
0.41,Ideal,G,SI1,61.4,56.0,4.81,4.83,2.96,6.632,4,3,2
0.32,Ideal,E,SI1,61.6,54.0,4.42,4.45,2.73,6.246,4,6,2
0.35,Ideal,F,VS2,62.4,57.0,4.5,4.51,2.81,6.56,4,4,3
0.78,Premium,D,SI1,61.8,59.0,5.93,5.88,3.65,8.04,1,5,2
0.35,Ideal,F,SI1,62.2,56.0,4.52,4.48,2.8,6.617,4,4,2
1.02,Premium,E,SI1,62.6,58.0,6.47,6.44,4.05,8.571,1,6,2
1.7,Premium,H,SI1,61.8,61.0,7.59,7.52,4.67,9.38,1,2,2
0.7,Ideal,H,SI1,61.5,55.0,5.73,5.79,3.54,7.943,4,2,2
0.5,Fair,D,SI1,64.6,58.0,5.0,4.97,3.22,7.188,0,5,2
0.7,Fair,G,I1,64.6,59.0,5.64,5.48,3.6,7.017,0,3,1
0.22,Premium,D,VS2,59.3,62.0,3.91,3.88,2.31,6.001,1,5,3
0.8,Ideal,H,VS2,62.8,57.0,5.91,5.87,3.7,7.949,4,2,3
0.57,Very Good,E,VS2,62.9,57.0,5.26,5.29,3.32,7.523,3,6,3
1.27,Ideal,F,VVS2,62.2,54.0,6.92,6.95,4.31,9.44,4,4,5
0.9,Very Good,F,VS2,62.6,58.0,6.08,6.13,3.82,8.451,3,4,3
1.23,Premium,J,VS1,62.7,58.0,6.82,6.79,4.27,8.614,1,0,4
0.9,Ideal,H,VS2,61.9,58.0,6.2,6.24,3.85,8.39,4,2,3
0.39,Ideal,E,SI1,62.1,53.0,4.69,4.72,2.92,6.578,4,6,2
0.9,Premium,G,SI1,61.3,60.0,6.17,6.14,3.77,8.236,1,3,2
0.57,Very Good,D,SI2,62.1,58.0,5.26,5.31,3.28,7.235,3,5,0
0.33,Very Good,G,VVS1,61.8,55.0,4.44,4.48,2.76,6.678,3,3,6
0.3,Good,E,VS2,59.7,63.0,4.32,4.35,2.59,6.402,2,6,3
1.15,Ideal,H,SI2,62.0,56.0,6.75,6.68,4.16,8.509,4,2,0
1.21,Premium,I,VS2,62.3,58.0,6.82,6.79,4.24,8.693,1,1,3
0.3,Ideal,F,SI1,62.3,56.0,4.27,4.3,2.67,6.133,4,4,2
0.95,Premium,E,SI1,62.8,59.0,6.25,6.21,3.91,8.44,1,6,2
0.3,Very Good,H,VS2,63.5,59.0,4.27,4.2,2.69,6.41,3,2,3
1.02,Premium,D,SI2,60.3,58.0,6.52,6.48,3.92,8.459,1,5,0
0.56,Premium,D,SI1,60.6,59.0,5.36,5.34,3.24,7.503,1,5,2
0.34,Ideal,D,VS2,62.1,55.0,4.49,4.46,2.78,6.94,4,5,3
0.53,Very Good,E,SI1,63.3,56.0,5.13,5.17,3.26,7.19,3,6,2
1.64,Good,G,SI2,63.8,58.0,7.45,7.41,4.74,8.875,2,3,0
1.07,Premium,F,SI1,61.7,58.0,6.54,6.61,4.06,8.526,1,4,2
0.21,Premium,E,VS2,60.5,59.0,3.87,3.83,2.33,5.956,1,6,3
1.12,Ideal,H,SI2,63.6,56.0,6.68,6.54,4.19,8.581,4,2,0
0.71,Ideal,I,VS1,61.9,55.0,5.75,5.71,3.55,7.877,4,1,4
0.7,Very Good,H,VS1,62.3,57.0,5.68,5.72,3.55,7.84,3,2,4
1.5,Very Good,E,SI2,62.1,59.0,7.26,7.33,4.53,9.164,3,6,0
0.25,Ideal,G,VS1,62.7,56.0,4.01,4.04,2.52,6.118,4,3,4
1.58,Ideal,E,VS2,62.7,56.0,7.55,7.45,4.7,9.663,4,6,3
0.41,Good,H,VS2,63.4,58.0,4.77,4.66,2.99,6.627,2,2,3
1.09,Premium,F,VS1,61.3,60.0,6.67,6.61,4.07,8.934,1,4,4
1.2,Very Good,H,VS2,63.2,54.0,6.73,6.78,4.27,8.768,3,2,3
0.48,Ideal,G,SI2,62.0,54.0,5.04,5.06,3.13,6.735,4,3,0
1.24,Premium,D,SI2,61.0,59.0,6.93,6.97,4.24,8.578,1,5,0
0.3,Ideal,E,SI1,61.1,57.0,4.3,4.34,2.64,6.213,4,6,2
1.54,Ideal,G,SI2,61.7,56.0,7.41,7.44,4.58,9.144,4,3,0
1.24,Premium,G,VVS1,60.4,59.0,7.02,7.01,4.24,9.258,1,3,6
0.71,Premium,I,VS2,62.9,60.0,5.66,5.62,3.55,7.767,1,1,3
1.03,Ideal,G,SI1,60.9,57.0,6.54,6.5,3.97,8.525,4,3,2
0.41,Ideal,G,VVS1,61.7,55.0,4.79,4.77,2.95,7.115,4,3,6
1.02,Ideal,F,VS1,61.5,56.0,6.5,6.47,3.99,8.995,4,4,4
1.2,Ideal,I,VS2,61.5,57.0,6.8,6.75,4.17,8.679,4,1,3
0.54,Ideal,H,VVS1,61.8,55.0,5.24,5.21,3.23,7.573,4,2,6
0.51,Premium,D,VS2,60.9,58.0,5.14,5.18,3.14,7.376,1,5,3
0.53,Very Good,E,VS2,61.4,55.0,5.21,5.24,3.21,7.382,3,6,3
0.5,Ideal,E,SI2,63.0,57.0,5.09,5.04,3.19,7.074,4,6,0
1.5,Good,H,VS2,64.3,60.0,7.16,7.08,4.58,9.008,2,2,3
0.35,Very Good,G,VS1,60.7,61.0,4.54,4.58,2.77,6.56,3,3,4
1.28,Ideal,F,VVS2,62.2,56.0,6.95,6.91,4.32,9.469,4,4,5
0.31,Premium,I,SI1,59.6,58.0,4.39,4.44,2.63,6.035,1,1,2
0.9,Good,G,SI1,63.1,59.0,6.11,6.15,3.87,8.225,2,3,2
0.5,Premium,F,SI1,62.7,61.0,5.07,5.01,3.16,7.159,1,4,2
1.19,Good,G,VVS2,61.1,61.0,6.86,6.83,4.18,9.104,2,3,5
1.0,Good,D,VS2,64.1,58.0,6.24,6.33,4.03,8.762,2,5,3
0.39,Very Good,F,VVS2,63.5,58.0,4.65,4.61,2.94,6.964,3,4,5
1.0,Premium,F,SI1,62.7,59.0,6.4,6.36,4.0,8.574,1,4,2
1.01,Very Good,I,SI2,61.4,63.0,6.33,6.38,3.9,8.241,3,1,0
0.78,Good,E,SI2,64.0,57.0,5.84,5.81,3.73,7.774,2,6,0
1.56,Premium,E,SI2,62.4,60.0,7.41,7.36,4.61,9.219,1,6,0
1.07,Premium,D,IF,60.9,58.0,6.67,6.57,4.03,9.814,1,5,7
1.37,Ideal,I,SI2,62.2,56.0,7.07,7.14,4.42,8.764,4,1,0
0.36,Ideal,E,SI1,61.4,57.0,4.56,4.59,2.81,6.447,4,6,2
0.42,Good,G,VVS1,63.6,55.0,4.78,4.75,3.03,7.119,2,3,6
0.41,Premium,G,VS2,61.0,56.0,4.83,4.81,2.94,6.967,1,3,3
0.7,Good,F,VS2,62.6,61.0,5.56,5.62,3.5,7.86,2,4,3
0.55,Ideal,D,SI1,60.6,56.0,5.32,5.27,3.21,7.506,4,5,2
1.31,Ideal,E,VS1,61.7,55.0,7.11,7.05,4.37,9.279,4,6,4
1.5,Very Good,F,SI2,62.3,60.0,7.29,7.34,4.56,9.04,3,4,0
0.7,Good,G,VVS2,61.1,61.0,5.67,5.69,3.47,8.022,2,3,5
1.36,Premium,H,SI2,60.1,56.0,7.23,7.18,4.38,8.538,1,2,0
1.4,Premium,I,VVS2,62.0,58.0,7.22,7.16,4.46,9.044,1,1,5
0.73,Ideal,F,VS1,61.2,57.0,5.79,5.84,3.56,8.242,4,4,4
1.01,Good,F,SI2,64.3,57.0,6.32,6.25,4.04,8.268,2,4,0
0.59,Fair,H,SI2,64.5,57.0,5.37,5.16,3.42,6.965,0,2,0
1.05,Very Good,G,SI2,63.2,54.0,6.52,6.49,4.11,8.371,3,3,0
1.08,Ideal,H,SI1,60.6,59.0,6.61,6.65,4.02,8.658,4,2,2
1.41,Premium,D,SI2,61.1,56.0,7.19,7.15,4.38,8.852,1,5,0
0.59,Very Good,D,VS2,59.2,56.0,5.47,5.54,3.26,7.594,3,5,3
1.03,Ideal,F,VVS1,62.6,57.0,6.49,6.38,4.03,9.169,4,4,6
0.71,Premium,F,VS1,62.7,59.0,5.7,5.62,3.55,7.951,1,4,4
0.41,Ideal,D,VVS1,61.7,55.0,4.77,4.8,2.95,7.227,4,5,6
0.32,Very Good,E,VS2,62.0,54.0,4.37,4.41,2.72,6.554,3,6,3
0.4,Very Good,E,SI1,62.8,59.0,4.64,4.69,2.93,6.603,3,6,2
0.5,Ideal,E,VS2,62.5,57.0,5.1,5.04,3.17,7.396,4,6,3
0.34,Very Good,F,VS1,61.1,60.0,4.46,4.51,2.74,6.678,3,4,4
1.59,Very Good,I,SI2,61.9,58.0,7.46,7.5,4.63,8.902,3,1,0
0.72,Ideal,F,VS2,61.1,56.0,5.83,5.79,3.55,7.866,4,4,3
0.63,Fair,H,SI2,64.7,61.0,5.33,5.27,3.43,7.119,0,2,0
1.34,Ideal,I,SI2,61.3,55.0,7.16,7.12,4.38,8.662,4,1,0
1.71,Very Good,D,SI2,62.1,58.0,7.56,7.64,4.72,9.371,3,5,0
0.7,Very Good,G,VS1,60.8,56.0,5.72,5.76,3.49,7.829,3,3,4
0.5,Very Good,I,SI1,62.8,60.0,5.04,5.08,3.18,6.96,3,1,2
0.71,Ideal,E,VS2,61.6,56.0,5.71,5.75,3.53,8.126,4,6,3
1.04,Ideal,D,IF,61.8,57.0,6.49,6.52,4.02,9.581,4,5,7
0.3,Ideal,E,VS2,62.2,56.0,4.3,4.28,2.67,6.738,4,6,3
0.31,Very Good,F,VS2,62.9,56.0,4.3,4.32,2.71,6.438,3,4,3
0.24,Very Good,D,VVS1,61.5,60.0,3.97,4.0,2.45,6.315,3,5,6
0.9,Very Good,E,VS2,60.4,59.0,6.26,6.3,3.79,8.502,3,6,3
0.34,Ideal,E,SI1,60.7,56.0,4.55,4.51,2.75,6.64,4,6,2
0.38,Ideal,E,VVS1,62.4,56.0,4.64,4.67,2.9,7.144,4,6,6
1.03,Ideal,F,SI2,61.6,55.0,6.46,6.49,3.99,8.452,4,4,0
2.03,Ideal,H,SI1,62.9,57.0,8.07,7.99,5.05,9.735,4,2,2
0.54,Ideal,G,VVS2,61.5,54.0,5.24,5.26,3.23,7.593,4,3,5
0.7,Very Good,G,VVS2,62.9,59.0,5.61,5.68,3.55,7.954,3,3,5
0.73,Very Good,H,SI1,62.2,57.0,5.77,5.8,3.6,7.601,3,2,2
1.31,Ideal,G,VVS2,61.3,58.0,7.03,7.07,4.32,9.391,4,3,5
0.34,Premium,G,VS2,61.1,60.0,4.53,4.51,2.76,6.64,1,3,3
0.24,Very Good,E,VS2,61.5,58.0,4.02,4.05,2.48,6.038,3,6,3
0.9,Ideal,E,VS2,62.0,59.0,6.17,6.21,3.84,8.601,4,6,3
0.51,Good,E,VS2,61.1,65.0,5.14,5.11,3.13,7.261,2,6,3
0.72,Premium,J,SI1,60.9,57.0,5.84,5.78,3.54,7.365,1,0,2
2.01,Good,H,SI1,63.9,59.0,7.81,7.91,5.02,9.646,2,2,2
0.75,Ideal,H,SI1,60.4,57.0,5.93,5.96,3.59,7.938,4,2,2
0.65,Very Good,H,SI2,62.0,56.0,5.53,5.56,3.44,7.194,3,2,0
0.58,Ideal,J,VS2,62.8,57.0,5.33,5.28,3.33,7.087,4,0,3
0.62,Very Good,E,SI2,58.8,63.0,5.58,5.61,3.29,7.393,3,6,0
1.62,Premium,D,SI2,61.2,61.0,7.6,7.53,4.63,9.127,1,5,0
0.73,Premium,F,SI1,61.7,58.0,5.74,5.7,3.53,7.835,1,4,2
0.3,Very Good,G,SI2,58.1,61.0,4.41,4.47,2.58,5.976,3,3,0
0.23,Very Good,F,IF,59.5,58.0,4.0,4.03,2.39,6.273,3,4,7
0.33,Premium,H,VS1,62.1,59.0,4.43,4.46,2.76,6.361,1,2,4
0.43,Ideal,I,VS1,62.2,53.0,4.86,4.91,3.04,6.671,4,1,4
1.51,Premium,D,VS2,61.7,58.0,7.33,7.29,4.51,9.651,1,5,3
0.41,Ideal,D,VS1,61.8,57.0,4.75,4.8,2.95,7.048,4,5,4
1.3,Premium,F,VS2,60.4,59.0,7.12,7.06,4.28,9.219,1,4,3
0.7,Very Good,F,VS2,59.5,58.0,5.75,5.85,3.45,7.942,3,4,3
1.2,Very Good,I,SI1,62.6,59.0,6.75,6.71,4.21,8.616,3,1,2
0.42,Ideal,F,VS1,61.3,57.0,4.8,4.85,2.96,6.938,4,4,4
0.5,Fair,G,VS1,67.6,56.0,5.02,4.89,3.35,7.136,0,3,4
1.56,Ideal,G,SI1,60.4,56.0,7.51,7.55,4.55,9.527,4,3,2
1.07,Premium,E,SI2,59.7,58.0,6.66,6.68,3.98,8.506,1,6,0
0.41,Ideal,D,VS1,62.1,56.0,4.77,4.8,2.97,7.048,4,5,4
0.34,Premium,G,VS2,60.2,58.0,4.55,4.52,2.73,6.64,1,3,3
0.3,Ideal,E,VS2,62.3,56.0,4.3,4.34,2.69,6.489,4,6,3
1.01,Very Good,F,SI1,63.5,57.0,6.38,6.31,4.03,8.65,3,4,2
1.5,Very Good,G,I1,60.3,61.0,7.34,7.39,4.44,8.667,3,3,1
1.53,Ideal,H,SI1,61.1,57.0,7.45,7.44,4.55,9.274,4,2,2
0.74,Very Good,G,VS1,59.8,58.0,5.85,5.89,3.51,7.971,3,3,4
0.52,Ideal,E,VS2,61.4,54.0,5.23,5.2,3.2,7.435,4,6,3
0.3,Ideal,F,VS2,62.5,55.0,4.27,4.31,2.68,6.405,4,4,3
0.31,Ideal,D,VS1,61.8,55.0,4.36,4.34,2.69,6.777,4,5,4
0.33,Ideal,E,VS2,62.4,54.0,4.44,4.47,2.78,6.525,4,6,3
0.4,Very Good,D,SI1,63.1,61.0,4.71,4.67,2.96,6.829,3,5,2
0.71,Good,D,SI1,63.1,56.0,5.68,5.73,3.6,7.908,2,5,2
0.43,Very Good,F,VS2,61.6,59.0,4.78,4.87,2.97,6.808,3,4,3
1.07,Very Good,E,VS1,62.0,60.0,6.49,6.58,4.05,8.958,3,6,4
0.41,Ideal,F,VVS1,61.8,54.0,4.78,4.83,2.97,7.101,4,4,6
1.2,Very Good,G,SI1,61.9,58.0,6.74,6.79,4.19,8.905,3,3,2
0.5,Ideal,D,VS2,61.1,57.0,5.11,5.13,3.13,7.716,4,5,3
0.3,Ideal,D,VS2,62.3,56.0,4.31,4.29,2.68,6.672,4,5,3
1.0,Very Good,D,VS2,61.5,63.0,6.35,6.31,3.89,8.874,3,5,3
0.4,Ideal,D,VS2,61.6,57.0,4.71,4.77,2.92,6.89,4,5,3
0.42,Ideal,H,SI1,61.7,55.0,4.84,4.85,2.99,6.786,4,2,2
0.54,Ideal,G,VVS2,61.0,56.0,5.25,5.3,3.22,7.593,4,3,5
0.35,Premium,G,SI1,60.3,60.0,4.59,4.57,2.76,6.506,1,3,2
0.31,Ideal,G,VVS1,60.5,57.0,4.39,4.43,2.67,6.682,4,3,6
0.34,Premium,E,SI1,59.3,58.0,4.59,4.55,2.71,6.64,1,6,2
1.07,Ideal,G,SI2,60.8,57.0,6.62,6.6,4.02,8.187,4,3,0
0.44,Premium,E,VS2,60.4,58.0,4.93,4.87,2.96,6.978,1,6,3
1.24,Ideal,H,VVS1,62.3,54.0,6.88,6.9,4.29,9.047,4,2,6
0.34,Very Good,E,SI2,62.9,56.0,4.45,4.48,2.81,6.168,3,6,0
0.42,Ideal,H,VVS1,61.1,56.0,4.86,4.9,2.98,7.178,4,2,6
0.34,Very Good,G,VVS2,60.4,57.0,4.53,4.56,2.74,6.569,3,3,5
1.04,Premium,D,SI2,61.0,59.0,6.54,6.51,3.98,8.479,1,5,0
0.25,Very Good,E,VVS2,63.4,58.0,3.97,4.01,2.53,6.354,3,6,5
1.51,Premium,E,VS2,59.8,58.0,7.55,7.52,4.47,9.581,1,6,3
0.37,Premium,F,VS2,61.9,58.0,4.54,4.6,2.83,6.615,1,4,3
0.9,Very Good,D,SI1,61.1,63.0,6.21,6.17,3.78,8.293,3,5,2
0.3,Ideal,H,SI1,60.9,58.0,4.31,4.33,2.63,6.109,4,2,2
1.24,Ideal,E,VS2,62.7,58.0,6.79,6.86,4.28,9.092,4,6,3
1.06,Ideal,E,VS2,61.8,55.0,6.59,6.51,4.05,8.96,4,6,3
0.8,Very Good,E,SI2,62.5,56.0,5.88,5.96,3.7,7.939,3,6,0
1.13,Premium,G,SI1,60.9,58.0,6.75,6.72,4.1,8.631,1,3,2
0.31,Premium,G,VVS1,60.2,59.0,4.43,4.38,2.65,6.953,1,3,6
0.71,Ideal,G,SI1,61.5,55.0,5.75,5.79,3.55,8.026,4,3,2
0.6,Ideal,G,VS1,61.6,56.0,5.44,5.47,3.36,7.664,4,3,4
0.31,Premium,E,SI2,60.8,61.0,4.43,4.39,2.68,6.324,1,6,0
0.36,Ideal,E,SI1,62.4,55.0,4.55,4.58,2.85,6.447,4,6,2
0.7,Fair,E,VS1,64.5,57.0,5.59,5.55,3.59,7.994,0,6,4
0.71,Good,I,VS1,64.2,56.0,5.62,5.66,3.62,7.678,2,1,4
2.18,Ideal,I,VS2,62.0,57.0,8.35,8.24,5.14,9.53,4,1,3
0.24,Very Good,E,VVS2,62.9,57.0,3.96,3.99,2.5,6.184,3,6,5
1.04,Ideal,F,SI2,62.0,54.0,6.49,6.51,4.03,8.454,4,4,0
0.31,Ideal,H,VS2,62.6,57.0,4.34,4.38,2.73,6.192,4,2,3
1.21,Ideal,H,VS2,63.0,57.0,6.73,6.7,4.23,8.722,4,2,3
0.77,Very Good,J,SI2,61.3,58.0,5.84,5.91,3.6,7.601,3,0,0
0.3,Ideal,H,VS1,60.8,57.0,4.31,4.34,2.63,6.221,4,2,4
