carat,cut,color,clarity,depth,table,x,y,z,cut_encoded,color_encoded,clarity_encoded
1.01,Premium,F,SI1,62.2,59.0,6.41,6.36,3.97,1,4,2
1.11,Ideal,G,SI2,61.7,57.0,6.69,6.65,4.12,4,3,0
0.71,Ideal,H,SI2,62.6,56.0,5.65,5.75,3.57,4,2,0
0.53,Ideal,G,VVS2,62.5,54.0,5.21,5.19,3.25,4,3,5
0.4,Very Good,E,SI1,60.9,56.0,4.76,4.8,2.91,3,6,2
1.71,Good,J,SI2,63.9,59.0,7.55,7.47,4.8,2,0,0
1.22,Premium,H,SI1,62.4,58.0,6.82,6.77,4.24,1,2,2
0.73,Premium,D,VS2,60.9,59.0,5.82,5.77,3.53,1,5,3
0.56,Ideal,E,VS1,61.8,56.0,5.28,5.33,3.28,4,6,4
1.21,Ideal,G,VS2,59.8,57.0,6.98,6.9,4.15,4,3,3
1.04,Very Good,H,IF,62.0,55.0,6.51,6.55,4.05,3,2,7
0.5,Good,G,VVS2,63.9,58.0,5.0,5.05,3.21,2,3,5
1.26,Ideal,G,VVS2,60.9,57.0,6.98,7.01,4.26,4,3,5
1.05,Premium,G,VS2,63.0,57.0,6.51,6.48,4.09,1,3,3
0.73,Ideal,E,VS1,61.2,57.0,5.85,5.8,3.57,4,6,4
0.41,Premium,I,VVS1,62.0,56.0,4.77,4.75,2.95,1,1,6
0.77,Premium,G,VS2,61.3,60.0,5.91,5.81,3.59,1,3,3
0.62,Ideal,H,IF,60.5,58.0,5.48,5.52,3.33,4,2,7
1.28,Ideal,G,SI2,61.8,56.0,6.95,6.99,4.31,4,3,0
1.23,Ideal,G,VVS1,59.5,57.0,7.0,6.98,4.16,4,3,6
0.84,Ideal,G,SI1,62.4,57.0,6.06,6.03,3.77,4,3,2
0.26,Ideal,E,VVS2,62.0,56.0,4.1,4.13,2.55,4,6,5
0.7,Very Good,I,VS1,62.4,56.0,5.65,5.69,3.54,3,1,4
0.32,Ideal,H,VS1,61.8,55.0,4.42,4.41,2.73,4,2,4
0.51,Ideal,F,VS1,61.6,55.0,5.14,5.18,3.18,4,4,4
1.04,Premium,H,SI1,60.7,58.0,6.55,6.53,3.97,1,2,2
0.9,Very Good,E,I1,62.4,63.0,6.13,6.01,3.79,3,6,1
1.53,Very Good,F,VS1,63.2,58.0,7.33,7.3,4.62,3,4,4
1.02,Very Good,I,VS1,62.2,60.0,6.4,6.43,3.99,3,1,4
0.91,Premium,E,SI2,58.5,60.0,6.34,6.31,3.7,1,6,0
0.55,Ideal,G,VVS2,62.5,56.0,5.25,5.22,3.27,4,3,5
1.23,Very Good,F,VS1,59.3,59.0,6.98,7.01,4.15,3,4,4
0.31,Ideal,E,VS1,60.1,55.0,4.42,4.53,2.69,4,6,4
0.74,Very Good,J,SI1,62.2,59.0,5.74,5.81,3.59,3,0,2
1.51,Very Good,J,VVS2,60.6,58.0,7.36,7.4,4.47,3,0,5
1.7,Premium,I,SI1,62.0,59.0,7.59,7.64,4.72,1,1,2
0.5,Ideal,D,VS2,62.3,55.0,5.07,5.11,3.17,4,5,3
1.15,Premium,E,SI2,61.7,60.0,6.78,6.7,4.16,1,6,0
1.09,Good,D,IF,58.7,61.0,6.75,6.85,3.99,2,5,7
1.01,Ideal,G,SI2,62.1,57.0,6.48,6.44,4.01,4,3,0
0.3,Premium,E,VS2,62.4,59.0,4.3,4.26,2.67,1,6,3
0.3,Ideal,I,VVS1,61.8,54.0,4.32,4.35,2.68,4,1,6
0.37,Very Good,G,VS2,62.8,60.0,4.55,4.59,2.87,3,3,3
0.7,Fair,F,I1,65.4,59.0,5.6,5.49,3.63,0,4,1
0.4,Ideal,F,VVS2,61.8,55.0,4.71,4.74,2.92,4,4,5
0.35,Good,D,SI1,57.7,60.0,4.69,4.64,2.69,2,5,2
1.51,Premium,F,VS2,63.0,56.0,7.3,7.26,4.59,1,4,3
0.41,Ideal,J,VS1,62.2,55.0,4.76,4.79,2.97,4,0,4
0.52,Premium,F,SI1,61.5,60.0,5.16,5.15,3.17,1,4,2
0.32,Good,H,VS1,63.1,57.0,4.34,4.37,2.75,2,2,4
1.02,Premium,I,SI1,60.2,60.0,6.45,6.39,3.87,1,1,2
1.03,Ideal,D,SI2,60.7,58.0,6.51,6.53,3.96,4,5,0
1.5,Very Good,H,SI2,62.3,60.0,7.28,7.22,4.52,3,2,0
0.72,Very Good,G,SI1,62.8,60.0,5.78,5.68,3.6,3,3,2
0.32,Ideal,J,IF,61.0,57.0,4.42,4.46,2.71,4,0,7
1.56,Ideal,G,VVS2,62.3,54.0,7.41,7.45,4.63,4,3,5
2.01,Very Good,H,SI1,60.1,60.0,8.25,8.2,4.94,3,2,2
0.5,Very Good,F,VVS2,62.8,55.0,5.0,5.13,3.18,3,4,5
2.02,Very Good,H,VS2,62.7,58.0,7.96,8.01,5.01,3,2,3
0.78,Premium,E,VS1,60.9,57.0,5.94,5.88,3.59,1,6,4
2.04,Premium,G,SI1,60.7,62.0,8.3,8.15,4.96,1,3,2
1.01,Ideal,F,SI2,60.8,55.0,6.52,6.48,3.95,4,4,0
1.52,Premium,J,VS1,62.0,59.0,7.36,7.34,4.56,1,0,4
0.33,Ideal,G,VS1,61.7,56.0,4.44,4.47,2.75,4,3,4
0.5,Ideal,F,VVS1,62.6,53.1,5.08,5.11,3.19,4,4,6
0.3,Ideal,F,VS1,61.3,55.0,4.32,4.36,2.66,4,4,4
0.33,Ideal,J,VS1,62.1,55.0,4.41,4.44,2.75,4,0,4
0.73,Very Good,F,SI1,62.5,56.0,5.69,5.73,3.57,3,4,2
0.3,Ideal,E,VS2,61.6,55.0,4.33,4.31,2.66,4,6,3
2.22,Very Good,J,SI2,62.8,57.0,8.29,8.33,5.22,3,0,0
0.33,Very Good,G,VS1,61.0,57.0,4.46,4.49,2.72,3,3,4
0.39,Very Good,E,VS2,60.4,56.0,4.7,4.73,2.85,3,6,3
0.9,Good,D,VS2,62.6,62.0,6.11,6.15,3.84,2,5,3
0.76,Very Good,E,VS2,63.4,58.0,5.76,5.82,3.67,3,6,3
1.04,Premium,H,SI2,58.6,60.0,6.67,6.63,3.9,1,2,0
0.54,Premium,G,VS1,61.6,56.0,5.26,5.23,3.23,1,3,4
1.01,Premium,E,SI2,59.4,59.0,6.51,6.49,3.86,1,6,0
0.3,Premium,H,SI1,59.3,59.0,4.36,4.38,2.59,1,2,2
0.35,Ideal,F,VS2,60.5,57.0,4.52,4.6,2.76,4,4,3
1.02,Ideal,E,VS1,62.2,54.0,6.44,6.46,4.01,4,6,4
1.01,Fair,H,SI1,64.6,55.0,6.29,6.25,4.05,0,2,2
0.42,Ideal,D,VVS1,61.6,56.0,4.79,4.82,2.96,4,5,6
0.32,Ideal,D,SI2,59.5,57.0,4.5,4.47,2.67,4,5,0
0.52,Ideal,G,VVS2,60.8,57.0,5.2,5.17,3.15,4,3,5
1.5,Ideal,I,VS1,61.3,57.0,7.32,7.35,4.5,4,1,4
0.25,Ideal,E,VVS2,61.1,56.0,4.08,4.11,2.5,4,6,5
0.79,Ideal,D,SI1,61.5,56.0,5.96,5.91,3.65,4,5,2
1.01,Good,E,VVS2,63.3,58.0,6.31,6.39,4.02,2,6,5
0.27,Very Good,F,VVS2,60.1,58.0,4.17,4.22,2.52,3,4,5
0.7,Very Good,E,VS2,58.7,63.0,5.73,5.69,3.35,3,6,3
1.03,Ideal,F,VS1,60.7,56.0,6.6,6.54,3.99,4,4,4
1.01,Fair,D,VS2,59.1,68.0,6.56,6.44,3.84,0,5,3
0.3,Ideal,E,VVS1,62.5,54.0,4.29,4.32,2.69,4,6,6
0.3,Premium,H,VS2,61.8,60.0,4.31,4.26,2.65,1,2,3
1.11,Premium,D,SI1,62.0,58.0,6.68,6.64,4.13,1,5,2
1.0,Good,D,VS2,60.7,61.0,6.4,6.46,3.9,2,5,3
0.7,Very Good,H,VVS1,60.5,60.0,5.74,5.77,3.48,3,2,6
0.57,Ideal,D,SI2,61.9,56.0,5.3,5.34,3.3,4,5,0
1.23,Premium,J,VS2,62.9,59.0,6.85,6.8,4.29,1,0,3
1.5,Fair,I,SI2,68.1,59.0,7.12,6.84,4.75,0,1,0
1.0,Very Good,G,SI1,61.4,57.0,6.45,6.42,3.95,3,3,2
0.23,Good,F,VS1,63.2,58.0,3.86,3.89,2.45,2,4,4
1.02,Good,H,SI2,58.2,60.0,6.49,6.57,3.8,2,2,0
1.05,Premium,F,SI1,60.3,60.0,6.66,6.54,3.98,1,4,2
1.07,Ideal,H,VVS2,61.3,57.0,6.6,6.62,4.05,4,2,5
1.34,Very Good,E,SI2,62.1,63.0,7.06,7.01,4.37,3,6,0
0.38,Ideal,H,VVS2,62.5,53.4,4.63,4.66,2.9,4,2,5
0.4,Premium,H,VS1,62.6,58.0,4.71,4.68,2.94,1,2,4
0.35,Premium,D,VS2,60.4,58.0,4.53,4.58,2.75,1,5,3
1.5,Premium,G,VS1,59.2,59.0,7.44,7.39,4.39,1,3,4
0.53,Premium,F,VS2,60.6,55.0,5.26,5.23,3.18,1,4,3
0.47,Ideal,I,VS2,62.1,54.0,4.98,5.0,3.1,4,1,3
1.2,Ideal,H,VS1,62.1,57.0,6.77,6.82,4.22,4,2,4
0.32,Ideal,I,IF,60.8,54.0,4.44,4.47,2.71,4,1,7
0.26,Ideal,D,VS1,62.0,55.0,4.12,4.1,2.55,4,5,4
0.33,Very Good,I,IF,62.0,58.0,4.44,4.46,2.76,3,1,7
0.31,Ideal,F,VS2,60.8,57.0,4.36,4.39,2.66,4,4,3
0.9,Very Good,H,VS1,62.1,59.0,6.09,6.14,3.8,3,2,4
1.04,Ideal,H,SI2,61.1,56.0,6.6,6.66,4.05,4,2,0
0.3,Good,H,VS1,63.3,56.0,4.26,4.3,2.71,2,2,4
0.33,Ideal,E,VS1,61.5,56.2,4.42,4.45,2.73,4,6,4
0.7,Ideal,I,VVS2,62.5,54.0,5.69,5.74,3.57,4,1,5
1.04,Very Good,J,SI2,63.5,59.0,6.37,6.42,4.06,3,0,0
0.42,Ideal,E,VS2,62.1,56.0,4.77,4.8,2.97,4,6,3
0.3,Premium,J,VS1,61.2,61.0,4.33,4.3,2.64,1,0,4
0.51,Ideal,H,SI1,61.6,55.0,5.14,5.18,3.18,4,2,2
1.01,Very Good,G,VS1,64.4,59.0,6.26,6.31,4.05,3,3,4
0.5,Very Good,E,SI1,63.7,58.0,5.02,5.06,3.21,3,6,2
1.01,Good,G,VS1,63.8,57.0,6.35,6.38,4.06,2,3,4
0.32,Ideal,F,VS1,61.6,57.0,4.39,4.42,2.71,4,4,4
1.27,Premium,G,SI2,62.4,56.0,6.93,6.88,4.32,1,3,0
0.34,Premium,G,SI1,61.5,56.0,4.52,4.45,2.76,1,3,2
0.31,Premium,G,VS1,59.9,59.0,4.44,4.41,2.65,1,3,4
1.0,Very Good,F,VS2,62.8,57.0,6.29,6.35,3.97,3,4,3
0.3,Very Good,G,VS1,61.7,56.0,4.29,4.33,2.66,3,3,4
0.32,Premium,H,VS2,59.5,58.0,4.47,4.5,2.67,1,2,3
1.02,Premium,E,SI1,61.5,58.0,6.51,6.46,3.99,1,6,2
1.55,Ideal,G,SI2,60.7,55.0,7.54,7.51,4.57,4,3,0
0.7,Premium,F,SI2,59.8,56.0,5.78,5.73,3.44,1,4,0
0.42,Ideal,F,VVS2,62.2,56.0,4.79,4.82,2.99,4,4,5
1.52,Ideal,D,SI2,62.7,56.0,7.35,7.28,4.59,4,5,0
0.41,Ideal,G,VS1,61.1,55.0,4.79,4.83,2.94,4,3,4
0.26,Premium,E,VVS2,61.7,61.0,4.12,4.08,2.53,1,6,5
0.28,Ideal,H,IF,62.0,56.0,4.2,4.23,2.61,4,2,7
1.0,Good,J,SI1,58.7,62.0,6.47,6.51,3.81,2,0,2
0.71,Premium,H,VS1,59.1,61.0,5.87,5.83,3.46,1,2,4
1.7,Ideal,I,VS1,62.2,55.0,7.63,7.67,4.76,4,1,4
0.27,Very Good,D,VVS2,62.2,59.0,4.08,4.12,2.55,3,5,5
1.85,Very Good,H,I1,63.3,56.0,7.8,7.75,4.92,3,2,1
0.38,Ideal,G,VVS2,61.9,55.6,4.64,4.67,2.88,4,3,5
1.2,Good,H,SI1,63.7,58.0,6.72,6.68,4.27,2,2,2
1.51,Premium,I,VS2,60.5,59.0,7.44,7.41,4.49,1,1,3
1.2,Premium,H,SI1,62.1,55.0,6.79,6.74,4.2,1,2,2
1.31,Very Good,H,VS2,60.4,58.0,7.04,7.09,4.27,3,2,3
0.38,Ideal,I,VS1,61.6,55.0,4.68,4.73,2.9,4,1,4
0.33,Ideal,F,VS2,61.9,57.0,4.4,4.42,2.73,4,4,3
1.16,Ideal,D,SI2,62.1,54.0,6.79,6.74,4.2,4,5,0
1.55,Premium,H,VS2,60.7,58.0,7.51,7.47,4.55,1,2,3
0.33,Ideal,F,VVS1,61.9,54.0,4.42,4.46,2.75,4,4,6
0.52,Ideal,G,VVS2,61.8,57.0,5.19,5.14,3.19,4,3,5
0.57,Ideal,F,VVS2,62.1,56.0,5.35,5.31,3.31,4,4,5
0.41,Ideal,G,SI1,62.6,54.0,4.78,4.74,2.98,4,3,2
2.24,Very Good,I,SI2,61.7,57.7,8.37,8.43,5.18,3,1,0
0.36,Ideal,H,VS2,62.1,55.0,4.61,4.57,2.85,4,2,3
0.55,Very Good,D,VS2,60.4,59.0,5.29,5.34,3.21,3,5,3
0.3,Premium,H,VS1,61.3,58.0,4.29,4.32,2.64,1,2,4
0.81,Premium,I,VVS2,61.9,60.0,5.91,5.86,3.64,1,1,5
1.7,Premium,I,VS1,61.5,58.0,7.74,7.64,4.73,1,1,4
0.53,Ideal,G,VVS2,61.8,58.0,5.18,5.2,3.21,4,3,5
1.54,Premium,H,VS2,61.9,59.0,7.33,7.31,4.53,1,2,3
0.51,Premium,F,VS1,60.3,57.0,5.22,5.2,3.14,1,4,4
1.2,Very Good,I,VVS1,62.6,56.0,6.7,6.74,4.21,3,1,6
0.7,Fair,D,VS2,65.2,59.0,5.58,5.55,3.63,0,5,3
2.0,Fair,H,SI2,65.3,55.0,7.88,7.79,5.12,0,2,0
1.0,Good,D,SI2,64.3,60.0,6.22,6.19,3.99,2,5,0
1.02,Good,D,SI1,63.3,58.0,6.35,6.39,4.03,2,5,2
0.38,Ideal,E,VVS2,62.4,56.0,4.69,4.63,2.91,4,6,5
1.52,Premium,I,SI1,60.5,60.0,7.4,7.48,4.5,1,1,2
1.01,Ideal,E,SI2,62.2,54.0,6.43,6.39,3.99,4,6,0
0.33,Very Good,H,VVS1,62.5,55.0,4.43,4.47,2.78,3,2,6
0.91,Ideal,H,VVS2,61.7,57.0,6.21,6.23,3.84,4,2,5
0.56,Ideal,D,VS2,60.9,56.0,5.35,5.32,3.25,4,5,3
0.58,Ideal,G,VS2,61.9,56.0,5.34,5.38,3.32,4,3,3
0.51,Ideal,E,VS2,60.4,57.0,5.18,5.15,3.12,4,6,3
0.7,Good,F,SI1,63.2,57.0,5.62,5.68,3.57,2,4,2
1.33,Ideal,H,SI2,62.7,57.0,7.05,6.98,4.4,4,2,0
1.0,Very Good,D,VS1,62.7,60.0,6.31,6.36,3.97,3,5,4
0.33,Premium,G,VS1,61.6,60.0,4.46,4.41,2.73,1,3,4
0.75,Very Good,D,SI2,63.6,58.0,5.71,5.76,3.65,3,5,0
0.41,Ideal,G,VS2,61.7,54.0,4.78,4.81,2.96,4,3,3
1.18,Premium,G,VVS2,61.0,58.0,6.79,6.84,4.16,1,3,5
0.51,Ideal,D,SI1,61.7,55.0,5.16,5.11,3.17,4,5,2
0.9,Premium,G,VS2,61.0,58.0,6.2,6.13,3.76,1,3,3
0.31,Ideal,D,VS2,61.9,56.0,4.37,4.38,2.71,4,5,3
1.1,Ideal,H,SI2,62.6,56.0,6.57,6.65,4.14,4,2,0
1.01,Ideal,H,SI2,62.8,56.0,6.38,6.45,4.03,4,2,0
0.7,Ideal,H,SI1,61.4,57.0,5.64,5.76,3.5,4,2,2
0.9,Very Good,E,SI1,60.1,58.0,6.25,6.29,3.77,3,6,2
1.2,Very Good,D,SI2,62.9,59.0,6.7,6.75,4.23,3,5,0
0.7,Premium,E,SI1,59.1,62.0,5.8,5.74,3.41,1,6,2
2.0,Very Good,I,SI2,63.7,61.0,7.85,7.97,5.04,3,1,0
1.5,Very Good,I,VS1,63.3,54.0,7.26,7.33,4.62,3,1,4
0.55,Ideal,E,VVS2,61.4,56.0,5.28,5.31,3.25,4,6,5
0.41,Very Good,J,VS1,63.2,59.0,4.7,4.67,2.96,3,0,4
0.25,Premium,H,VVS1,62.7,60.0,4.03,3.98,2.51,1,2,6
1.0,Ideal,F,SI2,61.1,54.0,6.51,6.47,3.97,4,4,0
0.71,Ideal,D,VS1,60.9,57.0,5.74,5.76,3.5,4,5,4
0.51,Ideal,F,VVS2,62.2,57.0,5.12,5.14,3.19,4,4,5
0.31,Premium,G,VS1,61.2,60.0,4.33,4.3,2.64,1,3,4
0.7,Premium,E,SI1,60.7,58.0,5.74,5.73,3.48,1,6,2
2.01,Good,I,VS2,63.8,58.0,7.82,7.89,5.01,2,1,3
0.31,Good,H,VS1,63.2,57.0,4.29,4.32,2.72,2,2,4
1.01,Premium,G,SI1,60.2,60.0,6.45,6.43,3.88,1,3,2
1.09,Ideal,F,VVS2,62.0,56.0,6.63,6.6,4.1,4,4,5
0.71,Premium,F,VS2,62.4,59.0,5.71,5.66,3.55,1,4,3
0.51,Ideal,D,SI1,62.9,55.0,5.07,5.11,3.2,4,5,2
0.34,Premium,F,VS2,61.2,59.0,4.47,4.52,2.75,1,4,3
1.1,Ideal,E,I1,61.9,56.0,6.63,6.59,4.09,4,6,1
0.7,Very Good,I,VVS1,62.1,58.0,5.62,5.65,3.5,3,1,6
0.73,Ideal,F,VS2,62.7,58.0,5.72,5.77,3.6,4,4,3
0.33,Very Good,G,VS2,61.3,61.0,4.43,4.47,2.73,3,3,3
1.13,Premium,J,SI1,61.3,59.0,6.77,6.67,4.12,1,0,2
1.61,Premium,H,SI1,61.4,58.0,7.59,7.53,4.64,1,2,2
1.2,Very Good,E,SI2,63.3,55.0,6.77,6.73,4.27,3,6,0
0.41,Ideal,F,VS2,61.1,56.0,4.8,4.83,2.94,4,4,3
0.27,Very Good,G,VVS2,61.0,56.0,4.19,4.22,2.56,3,3,5
0.35,Premium,F,SI1,62.3,58.0,4.53,4.49,2.81,1,4,2
1.71,Ideal,J,SI1,62.8,57.0,7.58,7.55,4.75,4,0,2
0.7,Ideal,F,SI2,62.8,55.0,5.68,5.65,3.56,4,4,0
0.5,Premium,G,VS1,62.5,58.0,5.07,5.11,3.18,1,3,4
0.56,Ideal,F,VS1,62.7,56.0,5.25,5.3,3.31,4,4,4
1.21,Premium,J,VS1,60.0,60.0,6.95,6.88,4.15,1,0,4
1.2,Very Good,I,SI1,63.2,58.0,6.71,6.75,4.25,3,1,2
0.42,Premium,F,VS2,61.9,58.0,4.76,4.8,2.96,1,4,3
1.01,Ideal,E,SI1,61.6,57.0,6.44,6.49,3.98,4,6,2
1.52,Very Good,E,VS1,62.4,55.0,7.33,7.41,4.6,3,6,4
0.71,Ideal,E,SI1,60.8,57.0,5.8,5.84,3.54,4,6,2
2.02,Ideal,H,SI1,62.0,56.0,8.06,8.13,5.02,4,2,2
1.01,Fair,F,SI2,64.6,59.0,6.19,6.25,4.2,0,4,0
0.26,Very Good,E,VVS2,60.8,61.0,4.12,4.13,2.51,3,6,5
0.23,Very Good,E,VVS1,58.6,61.0,4.02,4.04,2.36,3,6,6
0.32,Ideal,D,SI1,61.2,56.0,4.45,4.47,2.73,4,5,2
0.4,Ideal,G,VS1,61.3,55.0,4.75,4.78,2.92,4,3,4
0.36,Good,E,SI2,63.7,54.0,4.52,4.55,2.89,2,6,0
0.74,Premium,D,VS2,61.8,58.0,5.81,5.77,3.58,1,5,3
0.47,Good,F,VS1,59.0,60.2,5.04,5.09,2.99,2,4,4
0.3,Very Good,G,VS2,61.4,54.0,4.31,4.36,2.66,3,3,3
0.94,Premium,E,SI2,60.4,59.0,6.34,6.37,3.84,1,6,0
0.7,Premium,G,SI1,59.9,58.0,5.8,5.68,3.44,1,3,2
0.47,Premium,G,SI1,62.7,58.0,4.97,4.99,3.12,1,3,2
0.51,Very Good,E,SI1,63.3,59.0,5.09,5.05,3.21,3,6,2
2.36,Ideal,J,VS2,60.1,59.0,8.64,8.69,5.21,4,0,3
0.32,Ideal,G,VS1,61.2,56.0,4.44,4.42,2.71,4,3,4
0.9,Very Good,G,IF,60.1,59.0,6.22,6.26,3.75,3,3,7
1.05,Ideal,G,VS2,61.7,56.0,6.54,6.52,4.03,4,3,3
0.71,Very Good,I,VVS1,63.3,57.0,5.65,5.69,3.59,3,1,6
0.52,Premium,G,VVS2,61.8,59.0,5.16,5.13,3.18,1,3,5
2.13,Ideal,H,SI1,62.2,55.0,8.27,8.2,5.12,4,2,2
0.33,Ideal,F,VVS1,61.8,55.0,4.44,4.46,2.75,4,4,6
0.3,Very Good,D,VVS2,60.6,58.0,4.33,4.35,2.63,3,5,5
0.51,Ideal,F,SI2,61.0,55.0,5.18,5.21,3.17,4,4,0
0.73,Fair,H,VS2,65.9,55.0,5.68,5.64,3.74,0,2,3
0.71,Ideal,I,VVS2,60.2,56.0,5.84,5.89,3.53,4,1,5
0.41,Ideal,F,VS2,60.0,56.0,4.88,4.82,2.91,4,4,3
1.03,Premium,D,VS1,59.6,61.0,6.62,6.57,3.93,1,5,4
0.32,Premium,G,VS2,61.2,59.0,4.38,4.41,2.69,1,3,3
0.34,Ideal,G,VS2,61.5,57.0,4.47,4.51,2.76,4,3,3
1.21,Ideal,I,VS1,61.8,56.0,6.83,6.87,4.23,4,1,4
1.0,Premium,F,VVS1,61.0,60.0,6.39,6.43,3.91,1,4,6
1.02,Ideal,F,VS2,62.0,57.0,6.46,6.44,4.0,4,4,3
0.72,Ideal,G,VVS2,61.6,55.0,5.78,5.77,3.56,4,3,5
1.01,Ideal,G,SI1,61.2,57.0,6.44,6.5,3.96,4,3,2
0.33,Ideal,G,IF,61.7,56.0,4.47,4.51,2.77,4,3,7
0.76,Premium,F,SI2,61.8,58.0,5.83,5.88,3.62,1,4,0
0.42,Ideal,E,SI2,62.9,56.0,4.8,4.77,3.01,4,6,0
0.32,Premium,E,VVS1,61.8,59.0,4.39,4.35,2.7,1,6,6
0.37,Premium,G,VS2,59.3,60.0,4.71,4.67,2.78,1,3,3
0.72,Ideal,J,SI1,61.8,54.0,5.76,5.8,3.57,4,0,2
0.32,Premium,G,SI1,62.6,58.0,4.31,4.35,2.71,1,3,2
1.04,Very Good,H,I1,61.6,61.0,6.45,6.47,3.98,3,2,1
1.01,Good,G,SI1,63.2,55.0,6.32,6.4,4.02,2,3,2
0.29,Very Good,G,VVS2,62.2,55.0,4.24,4.27,2.64,3,3,5
0.7,Premium,H,SI1,60.9,62.0,5.72,5.65,3.46,1,2,2
0.31,Ideal,I,VVS1,62.0,54.0,4.37,4.34,2.7,4,1,6
0.7,Ideal,G,VVS2,60.3,57.0,5.75,5.83,3.49,4,3,5
0.77,Ideal,H,VS2,62.4,56.0,5.89,5.85,3.66,4,2,3
0.56,Ideal,D,VS2,61.4,55.0,5.33,5.35,3.28,4,5,3
0.4,Premium,E,SI1,62.2,58.0,4.71,4.74,2.94,1,6,2
0.3,Ideal,H,VS2,61.4,55.0,4.34,4.36,2.67,4,2,3
1.2,Very Good,J,SI1,61.2,55.0,6.84,6.88,4.2,3,0,2
0.3,Ideal,H,SI1,61.3,58.0,4.3,4.34,2.65,4,2,2
0.4,Premium,G,SI1,59.3,59.0,4.8,4.82,2.85,1,3,2
0.38,Very Good,D,VS2,63.1,55.0,4.6,4.59,2.9,3,5,3
0.32,Ideal,G,IF,62.4,55.0,4.42,4.4,2.75,4,3,7
0.4,Good,D,SI1,63.6,57.0,4.7,4.67,2.98,2,5,2
1.09,Ideal,G,VS1,61.7,54.0,6.65,6.7,4.12,4,3,4
0.56,Ideal,D,IF,61.9,57.0,5.28,5.31,3.28,4,5,7
0.44,Ideal,G,SI1,62.7,57.0,4.82,4.85,3.03,4,3,2
1.01,Very Good,D,SI1,62.5,61.0,6.34,6.4,3.98,3,5,2
0.81,Ideal,E,SI1,62.4,57.0,5.92,5.97,3.71,4,6,2
1.23,Premium,G,SI1,61.2,59.0,6.88,6.81,4.19,1,3,2
0.53,Premium,E,VS2,59.8,58.0,5.26,5.27,3.15,1,6,3
0.42,Ideal,E,VS2,62.4,55.0,4.8,4.79,2.99,4,6,3
0.23,Very Good,F,VVS2,60.0,57.0,4.0,4.04,2.41,3,4,5
1.51,Ideal,H,SI1,61.3,57.0,7.41,7.34,4.52,4,2,2
1.02,Premium,J,SI2,62.3,58.0,6.42,6.37,3.98,1,0,0
0.28,Very Good,E,VVS2,59.1,59.0,4.27,4.33,2.54,3,6,5
0.39,Premium,G,VS2,62.4,56.0,4.68,4.64,2.91,1,3,3
0.32,Ideal,G,VS1,62.0,56.0,4.39,4.35,2.71,4,3,4
1.2,Very Good,I,VS2,61.7,59.0,6.83,6.88,4.23,3,1,3
1.05,Premium,F,VS1,62.3,55.0,6.57,6.49,4.07,1,4,4
1.01,Fair,G,VS2,65.1,56.0,6.2,6.15,4.02,0,3,3
0.64,Ideal,F,VS2,62.5,56.0,5.55,5.53,3.46,4,4,3
0.39,Ideal,D,VS1,60.3,56.0,4.77,4.71,2.86,4,5,4
0.43,Ideal,H,SI1,62.4,56.0,4.81,4.83,3.01,4,2,2
1.06,Ideal,D,VVS2,62.0,56.0,6.53,6.57,4.06,4,5,5
0.5,Good,G,VVS2,63.8,56.0,5.03,5.06,3.22,2,3,5
0.48,Very Good,E,SI1,62.7,58.5,4.99,5.01,3.14,3,6,2
0.39,Premium,H,VVS1,61.5,56.0,4.73,4.7,2.9,1,2,6
0.7,Very Good,F,SI1,59.8,59.0,5.74,5.8,3.45,3,4,2
0.36,Ideal,G,VVS2,61.8,54.0,4.59,4.61,2.84,4,3,5
0.43,Very Good,G,VVS2,62.2,55.0,4.81,4.84,3.0,3,3,5
0.65,Very Good,D,VVS2,59.9,58.0,5.63,5.69,3.39,3,5,5
0.92,Good,D,SI2,63.9,55.0,6.14,6.09,3.91,2,5,0
0.35,Ideal,G,IF,61.4,55.0,4.59,4.56,2.81,4,3,7
0.32,Ideal,H,VVS1,61.3,56.0,4.41,4.43,2.71,4,2,6
0.35,Premium,G,VS1,62.6,56.0,4.52,4.49,2.82,1,3,4
0.33,Ideal,E,VVS2,61.2,56.0,4.44,4.48,2.73,4,6,5
1.36,Premium,H,VS2,61.9,58.0,7.09,7.15,4.41,1,2,3
1.01,Premium,E,SI1,59.6,59.0,6.53,6.46,3.87,1,6,2
0.43,Ideal,G,VS1,61.3,57.0,4.85,4.88,2.98,4,3,4
1.21,Ideal,H,VS1,62.7,56.0,6.79,6.84,4.27,4,2,4
0.32,Ideal,E,VVS1,61.6,56.0,4.43,4.37,2.71,4,6,6
0.3,Very Good,D,VS2,62.0,59.0,4.22,4.27,2.63,3,5,3
0.58,Ideal,I,VVS1,63.0,57.0,5.34,5.29,3.35,4,1,6
1.52,Very Good,J,SI1,62.3,57.0,7.32,7.38,4.58,3,0,2
0.57,Ideal,G,VS2,61.8,56.0,5.35,5.3,3.29,4,3,3
1.16,Very Good,I,SI1,61.5,60.4,6.71,6.76,4.14,3,1,2
0.31,Premium,F,IF,61.6,58.0,4.37,4.33,2.68,1,4,7
0.26,Good,F,VS1,62.5,56.0,4.06,4.1,2.55,2,4,4
0.41,Very Good,G,VVS2,59.1,60.0,4.84,4.87,2.87,3,3,5
1.2,Ideal,H,SI2,61.0,57.0,6.9,6.84,4.19,4,2,0
